AppId,Name,Title,FileSize,LastReloadTime,StateNames,HasSectionAccess,Published,PublishTime,QsdaVersion,MetaId
C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\Profit Pulse (2).qvf,C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\Profit Pulse (2).qvf,Profit Pulse,3145728,2026-01-15T21:23:28.104Z,System.Collections.Generic.List`1[System.String],False,False,,3.4.5,1650
