Name,Def,DefExpanded,CheckResult,IsScriptCreated,FieldNames,MeasureNames,VariableNames,FunctionNames,IsUsed,UseCount,QsdaVersion,MetaId
ClimberCustomReportzwEjZFe,"{""options"":{""fieldsAndSortbarVisible"":true,""activeReportId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""cacheId"":1588876823330},""states"":{""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"":{""qId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""title"":""Detail_InRange"",""cIds"":[""JkLkjbh"",""QjsVB"",""gJbjZF"",""GrEjPUV"",""JXUKNmp"",""jdCjqE"",""KQZSHTL""],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[{""cId"":""QjsVB"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""gJbjZF"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""GrEjPUV"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JXUKNmp"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""jdCjqE"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""KQZSHTL"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}}],""columnWidths"":{""QRcNN"":-1,""xnjbCvj"":-1,""QjsVB"":-1,""gJbjZF"":-1,""JkLkjbh"":-1,""GrEjPUV"":-1,""JXUKNmp"":-1,""jdCjqE"":-1,""KQZSHTL"":-1},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""QjsVB"",""gJbjZF"",""GrEjPUV"",""JXUKNmp"",""jdCjqE"",""KQZSHTL""],""qColumnOrder"":[{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""QjsVB"",""type"":""measure""},{""cId"":""gJbjZF"",""type"":""measure""},{""cId"":""GrEjPUV"",""type"":""measure""},{""cId"":""JXUKNmp"",""type"":""measure""},{""cId"":""jdCjqE"",""type"":""measure""},{""cId"":""KQZSHTL"",""type"":""measure""}]},""pivotTable"":{""qInterColumnSortOrder"":[{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""QjsVB"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""gJbjZF"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}}],""qColumnOrder"":[{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""QjsVB"",""type"":""measure""},{""cId"":""gJbjZF"",""type"":""measure""}],""qShowTotalsAbove"":true,""qSuppressZero"":true,""qStateName"":"""",""qIndentMode"":true,""qNoOfLeftDims"":1,""totals"":[""JkLkjbh"",""xnjbCvj"",""sMCXB"",""GZCMqJH"",""UDGUCHF"",""LTFGgT"",""stjPKJx"",""LnDrQ"",""EtxWV"",""JjqPUD"",""pfZFppj"",""jmppmjc"",""DCyySR"",""jWLxbUe"",""ATXbe"",""nWBpD"",""tHSCv"",""JmhhUW"",""gJbMmm"",""XqUFTE"",""PhMPcU"",""swjaHVC"",""mnLYZt"",""NcuExcT"",""ZdppkQ"",""egptAR"",""dJGsEE"",""DmFkJcd"",""Hcfrnpf"",""QRcNN"",""KgJTr"",""PdaLXP"",""PJrML"",""QCUSz"",""XHJZr"",""xEmjvG"",""pMQPXj"",""YVXJtB"",""nNjPQcJ"",""zWSva"",""unajjx"",""RhFFYC""]}},""expandedDimensions"":[],""expandedMeasures"":[]},""98f40718-3d2b-49c8-8c84-7d9d63c012bd"":{""qId"":""98f40718-3d2b-49c8-8c84-7d9d63c012bd"",""title"":""Detail_All Loans"",""cIds"":[],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[],""columnWidths"":{},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""FbjUs"",""jkQMJFD"",""nGhQwR"",""umSnuL"",""QxXSw"",""JgHpqKF""],""qColumnOrder"":[]}},""expandedDimensions"":[],""expandedMeasures"":[]},""bc047509-25bd-4639-95f2-89f6e40f0acf"":{""qId"":""bc047509-25bd-4639-95f2-89f6e40f0acf"",""title"":""Detail_OutofRange"",""cIds"":[],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[{""cId"":""eTJuV"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""hntnD"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JxdpQQT"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JRFwkJq"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""UVcCC"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""Mwcz"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}}],""columnWidths"":{""xnjbCvj"":-1,""hntnD"":-1,""JkLkjbh"":-1,""JxdpQQT"":-1,""eTJuV"":-1,""JRFwkJq"":-1,""UVcCC"":-1,""Mwcz"":-1},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""FbjUs"",""jkQMJFD"",""nGhQwR"",""umSnuL"",""QxXSw"",""JgHpqKF"",""hntnD"",""JxdpQQT"",""eTJuV"",""JRFwkJq"",""UVcCC"",""Mwcz""],""qColumnOrder"":[{""cId"":""hntnD"",""type"":""measure""},{""cId"":""Mwcz"",""type"":""measure""},{""cId"":""JxdpQQT"",""type"":""measure""},{""cId"":""eTJuV"",""type"":""measure""},{""cId"":""JRFwkJq"",""type"":""measure""},{""cId"":""UVcCC"",""type"":""measure""}]}},""expandedDimensions"":[],""expandedMeasures"":[]}}}","{""options"":{""fieldsAndSortbarVisible"":true,""activeReportId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""cacheId"":1588876823330},""states"":{""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"":{""qId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""title"":""Detail_InRange"",""cIds"":[""JkLkjbh"",""QjsVB"",""gJbjZF"",""GrEjPUV"",""JXUKNmp"",""jdCjqE"",""KQZSHTL""],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[{""cId"":""QjsVB"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""gJbjZF"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""GrEjPUV"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JXUKNmp"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""jdCjqE"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""KQZSHTL"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}}],""columnWidths"":{""QRcNN"":-1,""xnjbCvj"":-1,""QjsVB"":-1,""gJbjZF"":-1,""JkLkjbh"":-1,""GrEjPUV"":-1,""JXUKNmp"":-1,""jdCjqE"":-1,""KQZSHTL"":-1},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""QjsVB"",""gJbjZF"",""GrEjPUV"",""JXUKNmp"",""jdCjqE"",""KQZSHTL""],""qColumnOrder"":[{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""QjsVB"",""type"":""measure""},{""cId"":""gJbjZF"",""type"":""measure""},{""cId"":""GrEjPUV"",""type"":""measure""},{""cId"":""JXUKNmp"",""type"":""measure""},{""cId"":""jdCjqE"",""type"":""measure""},{""cId"":""KQZSHTL"",""type"":""measure""}]},""pivotTable"":{""qInterColumnSortOrder"":[{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""QjsVB"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""gJbjZF"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}}],""qColumnOrder"":[{""cId"":""JkLkjbh"",""type"":""dimension""},{""cId"":""QjsVB"",""type"":""measure""},{""cId"":""gJbjZF"",""type"":""measure""}],""qShowTotalsAbove"":true,""qSuppressZero"":true,""qStateName"":"""",""qIndentMode"":true,""qNoOfLeftDims"":1,""totals"":[""JkLkjbh"",""xnjbCvj"",""sMCXB"",""GZCMqJH"",""UDGUCHF"",""LTFGgT"",""stjPKJx"",""LnDrQ"",""EtxWV"",""JjqPUD"",""pfZFppj"",""jmppmjc"",""DCyySR"",""jWLxbUe"",""ATXbe"",""nWBpD"",""tHSCv"",""JmhhUW"",""gJbMmm"",""XqUFTE"",""PhMPcU"",""swjaHVC"",""mnLYZt"",""NcuExcT"",""ZdppkQ"",""egptAR"",""dJGsEE"",""DmFkJcd"",""Hcfrnpf"",""QRcNN"",""KgJTr"",""PdaLXP"",""PJrML"",""QCUSz"",""XHJZr"",""xEmjvG"",""pMQPXj"",""YVXJtB"",""nNjPQcJ"",""zWSva"",""unajjx"",""RhFFYC""]}},""expandedDimensions"":[],""expandedMeasures"":[]},""98f40718-3d2b-49c8-8c84-7d9d63c012bd"":{""qId"":""98f40718-3d2b-49c8-8c84-7d9d63c012bd"",""title"":""Detail_All Loans"",""cIds"":[],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[],""columnWidths"":{},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""FbjUs"",""jkQMJFD"",""nGhQwR"",""umSnuL"",""QxXSw"",""JgHpqKF""],""qColumnOrder"":[]}},""expandedDimensions"":[],""expandedMeasures"":[]},""bc047509-25bd-4639-95f2-89f6e40f0acf"":{""qId"":""bc047509-25bd-4639-95f2-89f6e40f0acf"",""title"":""Detail_OutofRange"",""cIds"":[],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[{""cId"":""eTJuV"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""hntnD"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JxdpQQT"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""JRFwkJq"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""UVcCC"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}},{""cId"":""Mwcz"",""type"":""measure"",""qSortBy"":{""qSortByNumeric"":-1,""qSortByLoadOrder"":1,""qExpression"":{}}}],""columnWidths"":{""xnjbCvj"":-1,""hntnD"":-1,""JkLkjbh"":-1,""JxdpQQT"":-1,""eTJuV"":-1,""JRFwkJq"":-1,""UVcCC"":-1,""Mwcz"":-1},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""FbjUs"",""jkQMJFD"",""nGhQwR"",""umSnuL"",""QxXSw"",""JgHpqKF"",""hntnD"",""JxdpQQT"",""eTJuV"",""JRFwkJq"",""UVcCC"",""Mwcz""],""qColumnOrder"":[{""cId"":""hntnD"",""type"":""measure""},{""cId"":""Mwcz"",""type"":""measure""},{""cId"":""JxdpQQT"",""type"":""measure""},{""cId"":""eTJuV"",""type"":""measure""},{""cId"":""JRFwkJq"",""type"":""measure""},{""cId"":""UVcCC"",""type"":""measure""}]}},""expandedDimensions"":[],""expandedMeasures"":[]}}}","Error in expression:
'}' expected",False,,,,,False,0,3.4.5,611
vTurnTime12,,,,False,,,,,True,3,3.4.5,612
fLYCurWeekFlag,"If(InWeekToDate($1, '43907.563136574', -52), 'Yes', 'No')","If(InWeekToDate($1, '43907.563136574', -52), 'Yes', 'No')","Bad field name(s) ""$1"" ",False,,,,"if, inweektodate",False,0,3.4.5,613
ClimberCustomReportpaXQDdU,,,,False,,,,,False,0,3.4.5,614
fRolling14MonthFlag,"If($1 > '43889.343657407', 'No', If($1 >= AddMonths(MonthEnd('43889.343657407'),-13,1), 'Yes', 'No'))","If($1 > '43889.343657407', 'No', If($1 >= AddMonths(MonthEnd('43889.343657407'),-13,1), 'Yes', 'No'))","Bad field name(s) ""$1"" ""$1"" ",False,,,,"addmonths, if, monthend",False,0,3.4.5,615
vOverview,,,,False,,,,,False,0,3.4.5,616
vCreditPulls,CP_Loan Purpose,CP_Loan Purpose,Garbage after expression: 'Purpose',False,,,,,False,0,3.4.5,617
fLastYMTD,"If(InMonthToDate($1, '43907.563136574', -12), 'Yes', 'No')","If(InMonthToDate($1, '43907.563136574', -12), 'Yes', 'No')","Bad field name(s) ""$1"" ",False,,,,"if, inmonthtodate",False,0,3.4.5,618
vStart25,,,,False,,,,,True,3,3.4.5,619
vStart24,,,,False,,,,,True,3,3.4.5,620
