AppId,Name,Title,FileSize,LastReloadTime,StateNames,HasSectionAccess,Published,PublishTime,QsdaVersion,MetaId
C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\Sales (5).qvf,C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\Sales (5).qvf,Sales,7340032,2026-01-15T21:26:47.702Z,System.Collections.Generic.List`1[System.String],False,False,,3.4.5,2
