lei,name,legalName,dba,nmls,nmlsNumber,type,dataYear,orig,dollarVol,branches,states,fico,ltv,dti,rate,hmdaRate,rateSource,products,conf,ob_totalOriginatedUnits2025,ob_mergedInsightsFromYear,ob_Conventional_originated,ob_Conventional_approximate,ob_Conventional_hmdaLoanType,ob_Conventional_note,ob_FHA_originated,ob_FHA_approximate,ob_FHA_hmdaLoanType,ob_FHA_note,ob_VA_originated,ob_VA_approximate,ob_VA_hmdaLoanType,ob_VA_note,ob_USDA_originated,ob_USDA_approximate,ob_USDA_hmdaLoanType,ob_USDA_note,ob_Jumbo_originated,ob_Jumbo_approximate,ob_Jumbo_hmdaLoanType,ob_Jumbo_note,ob_HELOC_originated,ob_HELOC_approximate,ob_HELOC_hmdaLoanType,ob_HELOC_note,dec_available,dec_mergedFromReportingYear,dec_totalApplications,dec_deniedApplications,dec_withdrawnApplications,dec_incompleteApplications,dec_approvedNotAccepted,dec_purchasedLoans,dec_denialReasonsSuppressedCount,dec_denialReasonsJson,dec_note
549300IKNQI45EOJU155,"Capital City Home Loans, LLC","Capital City Home Loans, LLC",,,,IMB,2025,1584,646000000,,7,,,,6.75,,estimated,VA|Conventional|Jumbo|FHA|USDA,70,1584,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2326,137,439,83,7,4,0,{},
549300CIQ950OK0BS407,Sunward Federal Credit Union,Sunward Federal Credit Union,,,,IMB,2025,1580,611120000,,7,,,,6.75,,estimated,Conventional|Jumbo|HELOC,70,1580,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2310,197,344,77,0,0,0,{},
549300623VT8YKPHWM78,"ANCHOR LOANS, LP","ANCHOR LOANS, LP",,,,IMB,2025,1580,1627390000,,35,,,,6.75,,estimated,Conventional|Jumbo,70,1580,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2307,685,0,0,0,0,0,{},
549300EFCZM6KD6B8K69,MORTGAGE ACCESS CORP.,MORTGAGE ACCESS CORP.,,,,IMB,2025,1578,672570000,,39,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA|USDA,70,1578,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2001,96,454,92,13,0,0,{},
549300IEIM2IT5YK4368,First Community Bank,First Community Bank,,,,IMB,2025,1573,357125000,,13,,,,6.75,,estimated,Conventional|FHA|USDA|VA|Jumbo,70,1573,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,1829,108,334,6,4,0,0,{},
549300UK3Z5PC7V71K69,COASTAL1 Credit Union,COASTAL1 Credit Union,,,,IMB,2025,1572,322790000,,8,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,1572,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2133,513,134,1,29,0,0,{},
549300PJ2WT35S77Q208,CONSUMER REAL ESTATE FINANCE CO.,CONSUMER REAL ESTATE FINANCE CO.,,,,IMB,2025,1566,321540000,,29,,,,6.75,,estimated,Conventional|USDA|FHA|VA|Jumbo,70,1566,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2144,553,660,0,0,0,0,{},
254900FJRICL380R4T46,Leaders Credit Union,Leaders Credit Union,,,,IMB,2025,1565,289795000,,13,,,,6.75,,estimated,Conventional|HELOC|FHA|VA|USDA|Jumbo,70,1565,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2055,389,288,33,9,0,0,{},
254900Q6YS0NMCYAH669,Tompkins Community Bank,Tompkins Community Bank,,,,IMB,2025,1564,600200000,,5,,,,6.75,,estimated,Conventional|Jumbo|HELOC,70,1564,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1791,327,83,6,18,0,0,{},
549300AUL77A8UKADB04,ROBINS FINANCIAL,ROBINS FINANCIAL,,,,IMB,2025,1562,199760000,,2,,,,6.75,,estimated,Conventional|VA|Jumbo|HELOC,70,1562,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2380,705,60,3,155,0,0,{},
549300N52O6FKUCU5G62,NUMERICA CREDIT UNION,NUMERICA CREDIT UNION,,,,IMB,2025,1559,306815000,,5,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA|HELOC,70,1559,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2201,859,184,0,11,0,0,{},
5493000E527OH5Y8TR73,BayPort Federal Credit Union,BayPort Federal Credit Union,,,,IMB,2025,1558,303600000,,2,,,,6.75,,estimated,Conventional|Jumbo|VA|HELOC,70,1558,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2836,359,457,171,74,0,0,{},
5493000XJFWT2H46HI07,Southern Bank and Trust Company,Southern Bank and Trust Company,,,,IMB,2025,1557,440695000,,5,,,,6.75,,estimated,Conventional|Jumbo|VA|USDA|HELOC,70,1557,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1730,233,35,3,110,0,0,{},
254900561K135J92VD38,First Security Bank,First Security Bank,,,,IMB,2025,1556,510850000,,7,,,,6.75,,estimated,Conventional|Jumbo|HELOC|FHA|USDA|VA,70,1556,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1652,143,146,2,28,0,0,{},
549300O1ESL3X18LPG95,California Coast Credit Union,California Coast Credit Union,,,,IMB,2025,1556,247330000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,1556,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2498,301,108,43,75,0,0,{},
54930021DZJ9CEN11D61,Mortgage Right,Mortgage Right,,,,IMB,2025,1550,510230000,,41,,,,6.75,,estimated,VA|Conventional|FHA|USDA|Jumbo,70,1550,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2788,90,994,0,0,0,0,{},
549300BOLK89ZL7BNX85,UTAH COMMUNITY FEDERAL CREDIT UNION,UTAH COMMUNITY FEDERAL CREDIT UNION,,,,IMB,2025,1549,365645000,,1,,,,6.75,,estimated,Conventional|Jumbo|HELOC|FHA,70,1549,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2629,245,446,98,298,0,0,{},
54930016ZSB1QWXLRJ13,"MY MOVE MORTGAGE, LLC","MY MOVE MORTGAGE, LLC",,,,IMB,2025,1546,695730000,,16,,,,6.75,,estimated,Conventional|FHA|Jumbo|USDA|VA,70,1546,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,1650,9,220,109,0,0,0,{},
254900VE4XTOQUE8NZ77,ICE LENDER HOLDINGS LLC,ICE LENDER HOLDINGS LLC,,,,IMB,2025,1545,1204245000,,35,,,,6.75,,estimated,Conventional|Jumbo,70,1545,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,3649,1228,779,601,0,1,0,{},
5493007XAKU2Q6LGXD23,UNIVERSITY Federal Credit Union,UNIVERSITY Federal Credit Union,,,,IMB,2025,1540,533980000,,22,,,,6.75,,estimated,Conventional|VA|FHA|Jumbo,70,1540,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2227,245,416,149,9,0,0,{},
549300OZIFHR7THILC90,"Merchants Bank, National Association","Merchants Bank, National Association",,,,IMB,2025,1537,362055000,,14,,,,6.75,,estimated,Conventional|HELOC|USDA|VA|FHA|Jumbo,70,1537,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1743,84,140,0,7,32,0,{},
5493006RIR31ORKYB608,"LAND HOME FINANCIAL SERVICES, INC.","LAND HOME FINANCIAL SERVICES, INC.",,,,IMB,2025,1534,438880000,,37,,,,6.75,,estimated,Conventional|VA|FHA|Jumbo|USDA,70,1534,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,2005,129,276,22,227,0,0,{},
549300BHPLBG0CXKTL06,Clearview Federal Credit Union,Clearview Federal Credit Union,,,,IMB,2025,1531,162715000,,22,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,1531,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1915,469,123,61,0,0,0,{},
549300R0DP2GXAIMGB41,Bank of Colorado,Bank of Colorado,,,,IMB,2025,1529,702395000,,24,,,,6.75,,estimated,Conventional|HELOC|FHA|Jumbo|VA|USDA,70,1529,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1931,238,351,7,33,0,0,{},
549300YNUT7D0FWKU636,The Farmers National Bank of Canfield,The Farmers National Bank of Canfield,,,,IMB,2025,1527,348665000,,12,,,,6.75,,estimated,Conventional|HELOC|FHA|VA|Jumbo,70,1527,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1895,362,157,4,49,10,0,{},
549300IKS3MMB5YK6T18,KINECTA,KINECTA,,,,IMB,2025,1523,374385000,,36,,,,6.75,,estimated,Conventional|Jumbo|HELOC|FHA,70,1523,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2410,254,219,121,9,0,0,{},
549300LZLYU85WF65870,MidWestOne Bank,MidWestOne Bank,,,,IMB,2025,1522,304350000,,11,,,,6.75,,estimated,Conventional|HELOC|Jumbo|USDA,70,1522,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1796,328,137,9,33,12,0,{},
549300ERL4SV8MDO3P56,AMERICA'S FIRST,AMERICA'S FIRST,,,,IMB,2025,1508,166990000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,1508,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,1804,293,237,67,16,0,0,{},
549300TTNSX94TR06G13,CENTRIS,CENTRIS,,,,IMB,2025,1508,210460000,,2,,,,6.75,,estimated,Conventional|Jumbo|FHA|VA|HELOC,70,1508,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2107,420,229,54,86,0,0,{},
549300YDBNK66R6ZES34,TOGETHER CREDIT UNION,TOGETHER CREDIT UNION,,,,IMB,2025,1508,320050000,,34,,,,6.75,,estimated,Conventional|Jumbo|HELOC|FHA,70,1508,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2196,339,347,122,1,0,0,{},
