AppId,Name,Title,FileSize,LastReloadTime,StateNames,HasSectionAccess,Published,PublishTime,QsdaVersion,MetaId
C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\[1.7.0] Performance - Homestead.qvf,C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\[1.7.0] Performance - Homestead.qvf,[1.7.0] Performance - Homestead,16777216,2026-01-22T20:08:22.365Z,System.Collections.Generic.List`1[System.String],False,False,,3.4.5,2
