AppId,Name,Title,FileSize,LastReloadTime,StateNames,HasSectionAccess,Published,PublishTime,QsdaVersion,MetaId
C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\Operations (2).qvf,C:\Users\MPetrovic\Documents\Qlik\Sense\Apps\Operations (2).qvf,Operations,9437184,2026-01-15T21:25:45.541Z,System.Collections.Generic.List`1[System.String],False,False,,3.4.5,19953
